rsci_uuid,READY_common_name,READY_additional_names,READY_sample_type,READY_physical_form,READY_natural-synthetic,READY_origination_date_edtf_1,READY_origination_date_edtf_2,READY_origination_date_edtf_3,READY_expiration_date_statement,READY_dim1_value,READY_dim1_lowestvalue,READY_dim1_highestvalue,READY_dim1_unit,READY_dim1_type,READY_dim1_note,READY_dim2_value,READY_dim2_lowestvalue,READY_dim2_highestvalue,READY_dim2_unit,READY_dim2_type,READY_dim2_note,READY_mixture_type,READY_mixture_note_ratio,READY_mixture_note_technique,READY_comp_pigment_name,READY_comp_pigment_INCOLLECTION,READY_comp_pigement_type,READY_comp_pigment_dim_value,READY_comp_pigment_dim_unit,READY_comp_pigment_dim_type,READY_comp_pigment_dim_note,READY_comp_basemix_INCOLLECTION,READY_comp_basemix_type,READY_comp_basemix_dim_value,READY_comp_basemix_dim_unit,READY_comp_basemix_dim_type,READY_comp_basemix_dim_note,READY_comp1_name,READY_comp1_INCOLLECTION,READY_comp1_type,READY_comp1_dim_value,READY_comp1_dim_unit,READY_comp1_dim_type,READY_comp1_dim_note,READY_comp2_name,READY_comp2_INCOLLECTION,READY_comp2_type,READY_comp2_dim_value,READY_comp2_dim_unit,READY_comp2_dim_type,READY_comp2_dim_note,READY_comp3_name,READY_comp3_INCOLLECTION,READY_comp3_type,READY_comp3_dim_value,READY_comp3_dim_unit,READY_comp3_dim_type,READY_comp3_dim_note,facet_type_value_uuid,Acquired By,Acquired By (CLEAN_1),Acquired By (CLEAN_2),Acquired By (Institution_1),Acquired By (Institution_2),Acquired From,Acquired From (CLEAN_1),Acquired From (CLEAN_2),Acquired From (Institution_1a),Acquired From (Institution_1b),Acquired From (Institution_2a),Acquired From (NOTE),Acquisition Date,Acquisition Date__edtf,Acquisition Date__begin_of_the_begin,Acquisition Date__end_of_the_begin,Acquisition Date__begin_of_the_end,Acquisition Date__end_of_the_end,Additional Names,Additional Classification,gbif_uri,gbif_canonical_name,gbif_vernacular_name,Barcode No.,Barcode Prefix,Catalog No.,Certified Standard?,Chem Composition Confirmed,Chemical (CAS) No.,Chemical Formula,Chemical Name,Collection Name,Color,color_use,color_split 1,color_split 2,color_split 3,Color Index (CI) No.,Common Name,Component1,comp1_n,comp1_g,comp1_p,Component2,comp2_n,comp2_g,comp2_p,Component3,Compound Type,Contact Name,E-Mail,Experiments,Fire Safety,Formulation,Full Barcode,Geographic Origin,admin_1 (country),admin_1_geonames,admin_2,admin_2_geonames,specific_place,specific_place_uri,latitude,longitude,specific_geojson,specific_place_2,specific_place_uri_2,latitude_2,longitude_2,specific_geojson_2,geo_note,geo_check,geo_method,Grid Location,Health Safety,Manufacturer,Manufacturer (CLEAN),Manufacturer (NOTE),Mass or Volume,Mixture Pigment,Mixture Type,MSDS Sheet?,Natural/Synthetic,Notes,Old Barcode,Origination Date,origination_date_statement,origin_date_begin_of_begin,origin_date_end_of_begin,origin_date_begin_of_end,origin_date_end_of_end,Other Safety,Part of a Collection?,Phone No.,Physical Form,Preparation,Reactivity Safety,Sample Type,Typical Use,Warning Field
4ddad8b5-8d7b-4f87-bf1b-f605593bf382,Felt From Sheep Wool; Hand-made,,textile,Raw / Natural Form,natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,,,,,,The Arbidar Co.,The Arbidar Co.,,,,,,2004,2004,2004-01-01,2004-01-01,2004-12-31,2004-12-31,,,,,,18189.0,FAB,,,,,,,,Gray,Gray,,,,,Felt From Sheep Wool; Hand-made,,,,,,,,,,,,,,,,FAB18189,,,,,,,,,,,,,,,,,revisit,Low confidence Geonames,8-B-6,,,,,,,,Doesn't exist,Natural,,,,,,,,,,,406-821-3426,Raw / Natural Form,,,Fabric / Textile,Textile,
4ddc3eb1-394c-4160-bf45-6393763f4613,Coalwood,,wood,,natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,Bill Ginell,Bill Ginell,,,,World Timbers,World Timbers,,,,,,1986,1986,1986-01-01,1986-01-01,1986-12-31,1986-12-31,,Lafoensia sp.,https://www.gbif.org/species/7286250,Lafoensia,,10498.0,WOOD,4113,,,,,,,,,,,,,Coalwood,,,,,,,,,,Organic,,,,,,WOOD10498,Brazil,,,,,Brazil,https://www.geonames.org/3469034,-10.0,-55.0,"{
    ""type"": ""Polygon"",
    ""coordinates"": [
        [
            [
                -28.847140314,
                -34.12530049
            ],
            [
                -28.847140314,
                5.2717863
            ],
            [
                -73.98281700000001,
                5.2717863
            ],
            [
                -73.98281700000001,
                -34.12530049
            ],
            [
                -28.847140314,
                -34.12530049
            ]
        ]
    ]
}",,,,,,,,,8-C-1,,,,,,,,Doesn't exist,Natural,part of World Timber Collection,TIM4113,,,,,,,,,,,Not applicable,,Wood,Construction Material,
4ddedfea-4a5c-4827-83dc-2fb822bb6fd0,Colcothar Violet,,pigment,"Opaque, Powder",,,,,,100.0,,,Gram,Mass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,,,,,,,,,,,,,1994,1994,1994-01-01,1994-01-01,1994-12-31,1994-12-31,Dodekop Violet,,,,,11350.0,PIG,,,,,,iron oxide,,Violet,Violet,,,,,Colcothar Violet,,,,,,,,,,Inorganic,,,,0.0,,PIG11350,"Zaandam, The Netherlands",,,,,Zaandam,https://www.geonames.org/2744118,52.43854,4.82643,"{
    ""type"": ""Polygon"",
    ""coordinates"": [
        [
            [
                4.883135969753634,
                52.403996069292674
            ],
            [
                4.883135969753634,
                52.47307759615752
            ],
            [
                4.769726579074491,
                52.47307759615752
            ],
            [
                4.769726579074491,
                52.403996069292674
            ],
            [
                4.883135969753634,
                52.403996069292674
            ]
        ]
    ]
}",,,,,,,,,9-B-18,1.0,Verfmolen 'De Kat',Verfmolen 'De Kat',,100 g,,,No,,,PIG1444,,,,,,,,,,"Opaque, Powder",,1.0,Pigment,Colorant,
4de03ed2-b7b9-4e2b-9a87-6fb6cdb52b59,"Chrysocolla, bluish-green",,pigment,Powder,,,,,,50.0,,,Gram,Mass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,,,,,,,,,,,,,1992,1992,1992-01-01,1992-01-01,1992-12-31,1992-12-31,,,,,,10791.0,PIG,Kremer 1035,,,,CuSiO3,copper silicate,,Green,Green,,,,,"Chrysocolla, bluish-green",,,,,,,,,,Inorganic,,,,,,PIG10791,"Aichstetten, Germany",Germany,https://www.geonames.org/2921044,,,Aichstetten,https://www.geonames.org/6556053,47.8973,10.0565,"{
    ""type"": ""Polygon"",
    ""coordinates"": [
        [
            [
                10.1104486798216,
                47.86213339400557
            ],
            [
                10.1104486798216,
                47.92300704474468
            ],
            [
                9.998592280130632,
                47.92300704474468
            ],
            [
                9.998592280130632,
                47.86213339400557
            ],
            [
                10.1104486798216,
                47.86213339400557
            ]
        ]
    ]
}",,,,,,,,,9-H-16,,Kremer-Pigmente,Kremer-Pigmente,,50 g,,,Yes,,contains 2120 mg/l copper - eluate testing accord. ASTM-D 5517 (from MSDS),PIG1232,,,,,,,,,,Powder,,,Pigment,Colorant,
4de474df-6b3f-4c1d-9da8-3a429a88ddad,Teak,,wood,,natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,Bill Ginell,Bill Ginell,,,,World Timbers,World Timbers,,,,,,1986,1986,1986-01-01,1986-01-01,1986-12-31,1986-12-31,,Tecona grandis,https://www.gbif.org/species/2925649,Tectona grandis,Teak,10035.0,WOOD,0045,,,,,,,,,,,,,Teak,,,,,,,,,,Organic,,,,,,WOOD10035,Burma,,,,,Myanmar,https://www.geonames.org/1327865,21.0,96.0,"{
    ""type"": ""Polygon"",
    ""coordinates"": [
        [
            [
                101.1702717,
                9.598858137
            ],
            [
                101.1702717,
                28.547763300000003
            ],
            [
                92.17197780000001,
                28.547763300000003
            ],
            [
                92.17197780000001,
                9.598858137
            ],
            [
                101.1702717,
                9.598858137
            ]
        ]
    ]
}",,,,,,,,,8-A-1,,,,,,,,Doesn't exist,Natural,part of World Timber Collection,TIM0045,,,,,,,,,,,Not applicable,,Wood,Construction Material,
4df02dda-4d32-448a-9db1-e02d4fdede86,Sharkwood,,wood,,natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,Bill Ginell,Bill Ginell,,,,World Timbers,World Timbers,,,,,,1986,1986,1986-01-01,1986-01-01,1986-12-31,1986-12-31,,Cordia subcordata,https://www.gbif.org/species/5341267,Cordia subcordata,Kou,10313.0,WOOD,1735,,,,,,,,,,,,,Sharkwood,,,,,,,,,,Organic,,,,,,WOOD10313,Solomon Islands,,,,,Solomon Islands,https://www.geonames.org/2103350,-8.0,159.0,"{
    ""type"": ""Polygon"",
    ""coordinates"": [
        [
            [
                169.85255291999997,
                -12.3079359600001
            ],
            [
                169.85255291999997,
                -5.09212602000001
            ],
            [
                155.51227512,
                -5.09212602000001
            ],
            [
                155.51227512,
                -12.3079359600001
            ],
            [
                169.85255291999997,
                -12.3079359600001
            ]
        ]
    ]
}",,,,,,,,,8-B-1,,,,,,,,Doesn't exist,Natural,part of World Timber Collection,TIM1735,,,,,,,,,,,Not applicable,,Wood,Construction Material,
4df5bd4d-4b58-4d41-8b54-3e7dc9006e49,Carmine Watercolor Ink,,ink,Solution,,2006,,,,1.5,,,Ounce,Mass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,Art Kaplan,Art Kaplan,,,,Pearl Art and Craft Supply,Pearl Art and Craft Supply,,,,,,2006,2006,2006-01-01,2006-01-01,2006-12-31,2006-12-31,,,,,,20592.0,INK,,,,,,,,Red,Red,,,,,Carmine Watercolor Ink,,,,,,,,,,,,,,,,INK20592,France,,,,,France,https://www.geonames.org/3017382,46.0,2.0,"{
    ""type"": ""Polygon"",
    ""coordinates"": [
        [
            [
                9.56009360694225,
                41.3335556861592
            ],
            [
                9.56009360694225,
                51.0889894407743
            ],
            [
                -5.14127657354623,
                51.0889894407743
            ],
            [
                -5.14127657354623,
                41.3335556861592
            ],
            [
                9.56009360694225,
                41.3335556861592
            ]
        ]
    ]
}",,,,,,,,,7-F-21,,Pebeo,Pebeo,,1.5 oz.,,,No,,,,2006,,2006-01-01,2006-01-01,2006-12-31,2006-12-31,,,,Solution,Commercial,,Ink,Colorant,
4e049bc9-387e-481e-a125-bb74386bcca0,Light Blue Ground Glass,,glass,Powder,synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,Art Kaplan,Art Kaplan,,,,Kremer Pigments Inc.,Kremer Pigments Inc.,,,,,,2005,2005,2005-01-01,2005-01-01,2005-12-31,2005-12-31,,,,,,19234.0,GLAS,Kremer 57302,,,,,lead silicate,,Blue,Blue,,,,,Light Blue Ground Glass,,,,,,,,,,Inorganic,,,,,,GLAS19234,Germany,Germany,https://www.geonames.org/2921044,,,Germany,https://www.geonames.org/2921044,51.5,10.5,"{
    ""type"": ""Polygon"",
    ""coordinates"": [
        [
            [
                15.0418156516163,
                47.2701236047002
            ],
            [
                15.0418156516163,
                55.0583836008072
            ],
            [
                5.8663152683722,
                55.0583836008072
            ],
            [
                5.8663152683722,
                47.2701236047002
            ],
            [
                15.0418156516163,
                47.2701236047002
            ]
        ]
    ]
}",,,,,,,,,5-E-25 or 26,,Kremer-Pigmente,Kremer-Pigmente,,,,,Yes,Synthetic,100-200 micron particle size,,,,,,,,,,,Powder,Commercial,,Glass,Colorant,
4e0776a4-2e25-47d5-92ad-39abfac19e5e,"Green Earth, burnt",,pigment,"Opaque, Powder",natural,,,,,100.0,,,Milliliter,Volume,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,,,,,,,,,,,,,1990,1990,1990-01-01,1990-01-01,1990-12-31,1990-12-31,Grune Erde Gebr.,,,,,11815.0,PIG,677,,,,,,,Brown,Brown,,,,,"Green Earth, burnt",,,,,,,,,,Inorganic,,,,,,PIG11815,Germany,Germany,https://www.geonames.org/2921044,,,Germany,https://www.geonames.org/2921044,51.5,10.5,"{
    ""type"": ""Polygon"",
    ""coordinates"": [
        [
            [
                15.0418156516163,
                47.2701236047002
            ],
            [
                15.0418156516163,
                55.0583836008072
            ],
            [
                5.8663152683722,
                55.0583836008072
            ],
            [
                5.8663152683722,
                47.2701236047002
            ],
            [
                15.0418156516163,
                47.2701236047002
            ]
        ]
    ]
}",,,,,,,,,9-G-20,,H. Schmincke & Company,H. Schmincke & Company,,100 ml,,,No,Natural,,PIG0975,,,,,,,,,,"Opaque, Powder",,,Pigment,Colorant,
4e08fe98-b6de-4002-9554-558b690bc676,Bavenite,,"stone, natural",Raw / Natural Form,natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,Art Kaplan,Art Kaplan,,,,Charles Schoettlin,Charles Schoettlin,,,,,,2011,2011,2011-01-01,2011-01-01,2011-12-31,2011-12-31,,,,,,23103.0,STNN,2164,,,,,,Schoettlin Mineral Collection,Multi-colored,Multi-colored,,,,,Bavenite,,,,,,,,,,Inorganic,Warren Schoettlin,WSchoettlin@yahoo.com,,,,STNN23103,State/Country: Australia; County: Western Australia; Town/Area: Londonderry; Mine/Site: N/A,,,,,Western Australia,https://www.geonames.org/2058645,-25.0,122.0,"{
    ""type"": ""Polygon"",
    ""coordinates"": [
        [
            [
                129.002044984,
                -35.192007995
            ],
            [
                129.002044984,
                -13.6887040089999
            ],
            [
                112.921113949,
                -13.6887040089999
            ],
            [
                112.921113949,
                -35.192007995
            ],
            [
                129.002044984,
                -35.192007995
            ]
        ]
    ]
}",,,,,,,,Quick Geonames,"aisle 4, column 38, box 86",,,,,,,,Doesn't exist,Natural,"Quartz, feldspar",,,,,,,,,Yes,,Raw / Natural Form,Not applicable,,"Stone, natural",Other,
4e096759-be8f-48c0-a006-6f66ef3ad758,Naples Yellow,,"paint, watercolor","Opaque, Paste",,,,,,14.0,,,Milliliter,Volume,,,,,,,,organic - inorganic mixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,,,,,,,,,,,,,1990-1991,1990/1991,1990-01-01,1990-01-01,1991-12-31,1991-12-31,,,,,,15588.0,PNTW,223,,,,,,,Yellow,Yellow,,,,,Naples Yellow,,,,,,,,,,Mixture,,,,,,PNTW15588,"Tianjin, China",,,,,Tianjin,https://www.geonames.org/1792947,39.14222,117.17667,"{
    ""type"": ""Polygon"",
    ""coordinates"": [
        [
            [
                117.73748930955027,
                38.709941932454704
            ],
            [
                117.73748930955027,
                39.574502467545294
            ],
            [
                116.61584409044973,
                39.574502467545294
            ],
            [
                116.61584409044973,
                38.709941932454704
            ],
            [
                117.73748930955027,
                38.709941932454704
            ]
        ]
    ]
}",,,,,,,,,7-C-23,3.0,Panda Water Colour,Panda Water Colour,,14 ml,,Organic - inorganic,No,,TOXIC,PNT0069,,,,,,,,,,"Opaque, Paste",Commercial,,"Paint, watercolor",,0.0
4e0e6e0b-1147-4c50-b589-253a23e9f0de,Huebnerite,,"stone, natural",Raw / Natural Form,natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,Art Kaplan,Art Kaplan,,,,Charles Schoettlin,Charles Schoettlin,,,,,,2011,2011,2011-01-01,2011-01-01,2011-12-31,2011-12-31,,,,,,21987.0,STNN,1147,,,,,,Schoettlin Mineral Collection,Multi-colored,Multi-colored,,,,,Huebnerite,,,,,,,,,,Inorganic,Warren Schoettlin,WSchoettlin@yahoo.com,,,,STNN21987,State/Country: Peru; County: Ancash Department; Town/Area: Pallasca Province; Mine/Site: Pasto Bueno District,,,,,Cerro Ancash,https://www.geonames.org/3961376,-12.67566,-75.68786,"{
    ""type"": ""Point"",
    ""coordinates"": [
        -75.68786,
        -12.67566
    ]
}",,,,,,,,Quick Geonames,"aisle 4, column 38, box 29",,,,,,,,Doesn't exist,Natural,Quartz,,,,,,,,,Yes,,Raw / Natural Form,Not applicable,,"Stone, natural",Other,
4e1776be-2c09-4bf6-9d19-c095b6c3d78b,Color Print Film,,photographic film,Photographic Film Roll,synthetic,,,,,,,,,Count (sum total),36 exposures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,,,,,,,,,,,,,2002,2002,2002-01-01,2002-01-01,2002-12-31,2002-12-31,,,,,,17695.0,FLM,,,,,,,,,,,,,,Color Print Film,,,,,,,,,,,,,,,,FLM17695,Germany,Germany,https://www.geonames.org/2921044,,,Germany,https://www.geonames.org/2921044,51.5,10.5,"{
    ""type"": ""Polygon"",
    ""coordinates"": [
        [
            [
                15.0418156516163,
                47.2701236047002
            ],
            [
                15.0418156516163,
                55.0583836008072
            ],
            [
                5.8663152683722,
                55.0583836008072
            ],
            [
                5.8663152683722,
                47.2701236047002
            ],
            [
                15.0418156516163,
                47.2701236047002
            ]
        ]
    ]
}",,,,,,,,,7-G-26,,Agfa-Gevaert AG,Agfa Gevaert AG,,36 exp,,,Doesn't exist,Synthetic,Vista 800; ISO 800 ,,,,,,,,,,,Photographic Film Roll,Commercial,,Film,Photography,
4e18e617-9c76-469b-a93b-e1de031d5a28,Zinc Sulfide,,pigment,Powder,natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,Art Kaplan,Art Kaplan,,,,Kremer Pigments Inc.,Kremer Pigments Inc.,,,,,,2005,2005,2005-01-01,2005-01-01,2005-12-31,2005-12-31,,,,,,19967.0,PIG,Kremer 46350,,,1314-98-3,ZnS,zinc sulfide,,White,White,,,,,Zinc Sulfide,,,,,,,,,,,,,,,,PIG19967,,,,,,,,,,,,,,,,,revisit,Low confidence Geonames,9-B-25,,Kremer-Pigmente,Kremer-Pigmente,,,,,Doesn't exist,Natural,,,,,,,,,,,,Powder,,,Pigment,Colorant,
4e1fc391-254f-4d0b-8adb-50cf4b593690,"Opal,Hyalite",,"stone, natural",Raw / Natural Form,natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,Art Kaplan,Art Kaplan,,,,Charles Schoettlin,Charles Schoettlin,,,,,,2011,2011,2011-01-01,2011-01-01,2011-12-31,2011-12-31,,,,,,21952.0,STNN,1872,,,,,,Schoettlin Mineral Collection,Multi-colored,Multi-colored,,,,,"Opal,Hyalite",,,,,,,,,,Inorganic,Warren Schoettlin,WSchoettlin@yahoo.com,,,,STNN21952,State/Country: Arizona; County: Yavapai; Town/Area: Prescott; Mine/Site: N/A,United States,https://www.geonames.org/6252001,,,Prescott,https://www.geonames.org/5309842,34.54002,-112.4685,"{
    ""type"": ""Polygon"",
    ""coordinates"": [
        [
            [
                -112.376098,
                34.512535
            ],
            [
                -112.376098,
                34.679944
            ],
            [
                -112.529955,
                34.679944
            ],
            [
                -112.529955,
                34.512535
            ],
            [
                -112.376098,
                34.512535
            ]
        ]
    ]
}",,,,,,,,,"aisle 4, column 38, box 28",,,,,,,,Doesn't exist,Natural,,,,,,,,,,Yes,,Raw / Natural Form,Not applicable,,"Stone, natural",Other,
4e22c9d0-e700-451d-a7a0-3952746b9532,"Azurite, natural, deep",,pigment,Powder,natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,Art Kaplan,Art Kaplan,,,,Kremer Pigments Inc.,Kremer Pigments Inc.,,,,,,2005,2005,2005-01-01,2005-01-01,2005-12-31,2005-12-31,,,,,,19092.0,PIG,Kremer 10260,,,1319-45-5,2CuCO3-Cu(OH)2,"alkaline copper carbonate, copper ore",,Blue,Blue,,,,,"Azurite, natural, deep",,,,,,,,,,Inorganic,,,,,,PIG19092,Germany,Germany,https://www.geonames.org/2921044,,,Germany,https://www.geonames.org/2921044,51.5,10.5,"{
    ""type"": ""Polygon"",
    ""coordinates"": [
        [
            [
                15.0418156516163,
                47.2701236047002
            ],
            [
                15.0418156516163,
                55.0583836008072
            ],
            [
                5.8663152683722,
                55.0583836008072
            ],
            [
                5.8663152683722,
                47.2701236047002
            ],
            [
                15.0418156516163,
                47.2701236047002
            ]
        ]
    ]
}",,,,,,,,,9-B-13,1.0,Kremer-Pigmente,Kremer-Pigmente,,,,,Yes,Natural,TOXIC,,,,,,,,,,,Powder,Commercial,,Pigment,Colorant,
4e28bad5-dc22-4fd1-9f7c-a4ecef62643c,Polystyrene A-25 B-69,,"resin, synthetic","Translucent, Chunk(s)",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,,,,,,Harvard Art Museums,Harvard Art Museums,,,,,,,,,,,,,,,,,15562.0,SRES,100e-41,,,9003-53-6,[-C6H5CHCH2-]n,,,Colorless,Colorless,,,,,Polystyrene A-25 B-69,,,,,,,,,,Organic,,,,,,SRES15562,"Midland, Michigan, USA",United States,https://www.geonames.org/6252001,Michigan,https://www.geonames.org/5001836,Midland,https://www.geonames.org/5001929,43.61558,-84.24721,"{
    ""type"": ""Polygon"",
    ""coordinates"": [
        [
            [
                -84.153922,
                43.565554
            ],
            [
                -84.153922,
                43.683706
            ],
            [
                -84.320171,
                43.683706
            ],
            [
                -84.320171,
                43.565554
            ],
            [
                -84.153922,
                43.565554
            ]
        ]
    ]
}",,,,,,,,,10-E-2,,Dow Chemical Company,Dow Chemical Company,,,,,No,Synthetic,Metal Container,SRES0282,,,,,,,,,,"Translucent, Chunk(s)",,,Synthetic Resin,Component of Another Category,
4e2b5b9e-10e0-4963-bc71-c2b0c92813d5,Irgazin Red,,pigment,"Opaque, Powder",synthetic,,,,,20.0,,,Gram,Mass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,,,,,,,,,,,,,,,,,,,Pigment Red 264,,,,,15696.0,PIG,Kremer 2318,,,,,,,Red,Red,,,,56110,Irgazin Red,,,,,,,,,,Organic,,,,,,PIG15696,"Aichstetten, Germany",Germany,https://www.geonames.org/2921044,,,Aichstetten,https://www.geonames.org/6556053,47.8973,10.0565,"{
    ""type"": ""Polygon"",
    ""coordinates"": [
        [
            [
                10.1104486798216,
                47.86213339400557
            ],
            [
                10.1104486798216,
                47.92300704474468
            ],
            [
                9.998592280130632,
                47.92300704474468
            ],
            [
                9.998592280130632,
                47.86213339400557
            ],
            [
                10.1104486798216,
                47.86213339400557
            ]
        ]
    ]
}",,,,,,,,,9-A-9 or 10,1.0,Kremer-Pigmente,Kremer-Pigmente,,20 g,,,Yes,Synthetic,,,,,,,,,,,,"Opaque, Powder",Commercial,,Pigment,Colorant,
4e3075b7-2f2f-4758-b1f1-a98033f1a81c,"Phthalo green, blue shade",,"paint, oil-based, water mixable",Paint-out Plate,synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,,,,,,,,,,,,,2004,2004,2004-01-01,2004-01-01,2004-12-31,2004-12-31,,,,,,19636.0,PNTOW,521,,,,,,,Green,Green,,,,,"Phthalo green, blue shade",,,,,,,,,,Organic,,,Oven aged,1.0,,PNTOW19636,"London, England",,,,,London,https://www.geonames.org/2643743,51.50853,-0.12574,"{
    ""type"": ""Polygon"",
    ""coordinates"": [
        [
            [
                0.2811882683122086,
                51.297523767519486
            ],
            [
                0.2811882683122086,
                51.68293389615384
            ],
            [
                -0.4991631942360928,
                51.68293389615384
            ],
            [
                -0.4991631942360928,
                51.297523767519486
            ],
            [
                0.2811882683122086,
                51.297523767519486
            ]
        ]
    ]
}",,,,,,,,,"Aisle 10, column 38",1.0,Winsor & Newton,Winsor and Newton,,,,,Yes,Synthetic,"Artisan 1, Modified linseed oil + chlorinated and brominated phthalocyanine (PG 36)",,,,,,,,,,,Paint-out Plate,Commercial,0.0,"Paint, oil-based, water mixable",Colorant,
